uid,isFraud
14241_382.0,0
14241_385.0,0
14241_386.0,0
14241_388.0,0
14241_43.0,0
14242_-185.0,0
14242_-240.0,0
14242_14.0,0
14242_227.0,0
14242_228.0,0
14242_229.0,0
14242_235.0,0
14242_251.0,0
14242_256.0,0
14242_258.0,0
14242_263.0,0
14242_269.0,0
14242_274.0,0
14242_279.0,0
14242_281.0,0
14242_298.0,0
14242_313.0,0
14242_333.0,0
14242_341.0,0
14242_344.0,0
14242_350.0,0
14242_351.0,0
14242_354.0,0
14242_355.0,0
14242_36.0,0
14242_362.0,0
14242_364.0,0
14242_368.0,0
14242_373.0,0
14242_375.0,0
14242_376.0,0
14242_380.0,0
14242_383.0,0
14242_384.0,1
14242_385.0,0
14242_387.0,1
14242_388.0,0
14242_389.0,0
14242_390.0,0
14242_391.0,0
14242_393.0,1
14243_162.0,0
14243_239.0,0
14243_302.0,0
14243_361.0,1
14243_363.0,0
14243_376.0,0
14243_387.0,0
14244_242.0,0
14244_253.0,0
14244_352.0,0
14244_370.0,0
14244_374.0,0
14244_383.0,0
14245_-41.0,0
14245_-57.0,0
14245_112.0,0
14245_225.0,0
14245_228.0,0
14245_230.0,0
14245_233.0,0
14245_246.0,0
14245_251.0,0
14245_252.0,0
14245_256.0,0
14245_260.0,0
14245_265.0,0
14245_266.0,0
14245_270.0,0
14245_272.0,0
14245_274.0,0
14245_279.0,0
14245_291.0,0
14245_292.0,0
14245_300.0,0
14245_306.0,0
14245_307.0,0
14245_321.0,0
14245_326.0,0
14245_331.0,0
14245_340.0,0
14245_348.0,1
14245_351.0,0
14245_354.0,1
14245_355.0,0
14245_356.0,0
14245_361.0,0
14245_364.0,0
14245_366.0,0
14245_371.0,0
14245_372.0,0
14245_373.0,0
14245_374.0,0
14245_376.0,1
14245_378.0,0
14245_380.0,0
14245_382.0,0
14245_383.0,0
14245_384.0,0
14245_385.0,0
14245_388.0,0
14245_389.0,1
14245_390.0,0
14245_391.0,0
14245_8.0,0
14246_247.0,0
14246_249.0,0
14246_271.0,0
14246_274.0,0
14246_298.0,0
14246_328.0,0
14246_340.0,1
14246_353.0,0
14246_363.0,0
14246_366.0,0
14246_369.0,0
14246_371.0,0
14246_376.0,0
14246_381.0,0
14246_382.0,0
14246_386.0,0
14247_-107.0,0
14247_101.0,0
14247_19.0,0
14247_222.0,0
14247_232.0,0
14247_241.0,0
14247_246.0,0
14247_251.0,0
14247_266.0,0
14247_281.0,0
14247_283.0,0
14247_306.0,0
14247_312.0,0
14247_335.0,0
14247_347.0,0
14247_353.0,0
14247_363.0,0
14247_370.0,0
14247_374.0,0
14247_375.0,0
14247_382.0,0
14247_383.0,0
14247_384.0,0
14247_385.0,1
14247_386.0,0
14247_387.0,0
14247_388.0,0
14247_390.0,0
14247_73.0,0
14248_10.0,0
14248_180.0,0
14248_20.0,0
14248_238.0,1
14248_242.0,0
14248_249.0,0
14248_256.0,0
14248_260.0,0
14248_261.0,0
14248_265.0,0
14248_272.0,0
14248_287.0,1
14248_302.0,0
14248_317.0,0
14248_325.0,0
14248_335.0,0
14248_337.0,0
14248_341.0,0
14248_347.0,0
14248_358.0,0
14248_361.0,0
14248_362.0,0
14248_364.0,0
14248_368.0,0
14248_373.0,0
14248_376.0,0
14248_377.0,0
14248_383.0,0
14248_384.0,1
14248_385.0,0
14248_386.0,0
14248_387.0,0
14248_389.0,0
14248_390.0,0
14248_392.0,0
14249_218.0,0
14249_226.0,0
14249_229.0,0
14249_24.0,0
14249_242.0,0
14249_246.0,0
14249_247.0,0
14249_253.0,0
14249_254.0,0
14249_261.0,0
14249_281.0,0
14249_298.0,0
14249_306.0,0
14249_310.0,0
14249_311.0,0
14249_322.0,0
14249_328.0,0
14249_337.0,1
14249_338.0,0
14249_342.0,0
14249_347.0,0
14249_354.0,1
14249_356.0,0
14249_361.0,0
14249_362.0,0
14249_363.0,0
14249_366.0,1
14249_368.0,0
14249_369.0,0
14249_371.0,0
14249_374.0,0
14249_376.0,0
14249_379.0,1
14249_381.0,0
14249_382.0,0
14249_384.0,1
14249_388.0,0
14249_389.0,0
14249_391.0,0
14249_64.0,0
14249_90.0,0
1424_382.0,0
14250_127.0,0
14250_160.0,0
14250_213.0,0
14250_229.0,0
14250_230.0,1
14250_257.0,1
14250_264.0,0
14250_273.0,0
14250_279.0,0
14250_293.0,0
14250_346.0,0
14250_365.0,0
14250_382.0,0
14250_383.0,0
14250_384.0,0
14250_386.0,0
14250_388.0,0
14250_389.0,0
14250_390.0,0
14251_-165.0,0
14251_185.0,0
14251_2.0,0
14251_221.0,0
14251_225.0,1
14251_23.0,0
14251_234.0,0
14251_237.0,0
14251_240.0,0
14251_244.0,0
14251_269.0,0
14251_286.0,0
14251_287.0,0
14251_295.0,0
14251_298.0,1
14251_304.0,0
14251_311.0,0
14251_314.0,0
14251_322.0,1
14251_325.0,0
14251_336.0,1
14251_341.0,0
14251_345.0,0
14251_349.0,0
14251_350.0,0
14251_358.0,0
14251_36.0,0
14251_360.0,0
14251_362.0,0
14251_363.0,0
14251_364.0,1
14251_365.0,0
14251_366.0,0
14251_371.0,0
14251_372.0,0
14251_373.0,0
14251_375.0,0
14251_376.0,0
14251_378.0,0
14251_379.0,0
14251_380.0,0
14251_381.0,0
14251_382.0,0
14251_384.0,0
14251_388.0,0
14251_389.0,0
14251_390.0,0
14251_391.0,0
14252_320.0,0
14253_267.0,0
14253_313.0,0
14253_344.0,0
14253_366.0,0
14253_368.0,0
14253_370.0,0
14253_383.0,0
14253_388.0,0
14253_43.0,0
14255_-73.0,0
14255_19.0,0
14255_223.0,1
14255_226.0,0
14255_242.0,0
14255_254.0,0
14255_273.0,1
14255_302.0,0
14255_305.0,0
14255_308.0,0
14255_319.0,0
14255_325.0,0
14255_335.0,0
14255_336.0,0
14255_337.0,0
14255_343.0,0
14255_344.0,0
14255_351.0,0
14255_362.0,0
14255_363.0,0
14255_367.0,0
14255_370.0,0
14255_371.0,0
14255_377.0,0
14255_383.0,0
14255_385.0,0
14255_386.0,0
14255_387.0,0
14255_390.0,0
14255_394.0,0
14256_218.0,0
14256_226.0,0
14256_277.0,0
14256_320.0,0
14256_327.0,0
14256_330.0,0
14256_352.0,0
14256_364.0,0
14256_365.0,0
14256_382.0,0
14256_386.0,0
14256_389.0,0
14257_265.0,0
14257_368.0,0
14257_379.0,0
14257_384.0,0
14257_385.0,0
14257_388.0,0
14258_224.0,0
14258_327.0,0
14258_339.0,0
14258_344.0,0
14258_371.0,1
14258_374.0,0
14258_382.0,0
14259_-345.0,0
14259_222.0,0
14259_226.0,0
14259_24.0,0
14259_242.0,0
14259_282.0,0
14259_292.0,0
14259_293.0,0
14259_319.0,0
14259_322.0,0
14259_336.0,0
14259_349.0,0
14259_351.0,0
14259_365.0,0
14259_371.0,0
14259_372.0,0
14259_378.0,0
14259_380.0,0
14259_382.0,1
14259_383.0,0
14259_384.0,0
14259_385.0,0
14259_386.0,0
14259_387.0,0
14259_390.0,0
14259_391.0,0
14259_392.0,0
14259_394.0,0
1425_17.0,0
14260_337.0,0
14260_345.0,0
14260_371.0,0
14260_381.0,0
14261_222.0,0
14261_246.0,0
14261_257.0,0
14261_315.0,0
14261_344.0,1
14261_365.0,0
14262_214.0,0
14262_216.0,0
14262_221.0,0
14262_229.0,0
14262_238.0,0
14262_258.0,0
14262_263.0,0
14262_271.0,0
14262_272.0,0
14262_284.0,0
14262_288.0,1
14262_292.0,0
14262_300.0,0
14262_311.0,0
14262_317.0,0
14262_318.0,0
14262_326.0,0
14262_333.0,0
14262_348.0,0
14262_349.0,0
14262_352.0,0
14262_353.0,0
14262_366.0,0
14262_367.0,0
14262_374.0,0
14262_376.0,0
14262_379.0,0
14262_380.0,0
14262_381.0,0
14262_383.0,0
14262_385.0,0
14262_388.0,0
14262_391.0,0
14262_392.0,0
14263_209.0,0
14263_229.0,0
14263_259.0,0
14263_263.0,1
14263_285.0,0
14263_345.0,0
14263_355.0,0
14263_363.0,0
14263_366.0,0
14263_373.0,0
14263_382.0,0
14263_385.0,0
14263_388.0,0
14263_390.0,0
14264_220.0,0
14264_24.0,0
14264_264.0,0
14264_288.0,0
14264_316.0,1
14264_366.0,0
14264_371.0,0
14264_375.0,0
14264_382.0,0
14264_385.0,0
14264_391.0,0
14265_215.0,0
14265_265.0,0
14265_346.0,0
14265_386.0,0
14265_394.0,0
14266_272.0,0
14266_30.0,0
14266_376.0,0
14267_238.0,1
14267_255.0,0
14267_359.0,0
14267_381.0,0
14267_383.0,0
14267_389.0,0
14269_-97.0,0
14269_114.0,0
14269_13.0,0
14269_161.0,0
14269_187.0,0
14269_19.0,0
14269_215.0,0
14269_216.0,0
14269_217.0,0
14269_218.0,0
14269_223.0,0
14269_228.0,0
14269_229.0,0
14269_231.0,0
14269_240.0,0
14269_245.0,0
14269_25.0,0
14269_250.0,0
14269_252.0,0
14269_258.0,1
14269_260.0,0
14269_265.0,0
14269_268.0,0
14269_272.0,0
14269_275.0,0
14269_279.0,0
14269_288.0,0
14269_297.0,0
14269_298.0,0
14269_299.0,1
14269_307.0,0
14269_308.0,0
14269_314.0,0
14269_319.0,0
14269_322.0,0
14269_338.0,0
14269_339.0,0
14269_342.0,0
14269_353.0,0
14269_356.0,0
14269_361.0,1
14269_364.0,0
14269_370.0,0
14269_371.0,0
14269_374.0,1
14269_375.0,0
14269_376.0,0
14269_377.0,0
14269_378.0,0
14269_383.0,0
14269_386.0,0
14269_387.0,0
14269_388.0,0
14269_389.0,0
14269_390.0,0
14269_391.0,1
14269_394.0,1
14270_121.0,0
14270_233.0,0
14270_267.0,0
14270_308.0,0
14270_336.0,1
14270_355.0,0
14270_363.0,0
14270_377.0,0
14270_382.0,0
14270_383.0,0
14270_388.0,1
14270_389.0,0
14270_390.0,0
14273_-145.0,0
14273_-175.0,0
14273_-343.0,0
14273_-354.0,0
14273_221.0,0
14273_226.0,0
14273_229.0,0
14273_353.0,0
14273_366.0,0
14273_367.0,0
14273_368.0,0
14273_380.0,0
14273_381.0,0
14273_384.0,0
14273_385.0,1
14273_386.0,1
14273_387.0,0
14273_389.0,0
14274_-114.0,0
14274_-14.0,0
14274_162.0,0
14274_21.0,0
14274_216.0,0
14274_220.0,0
14274_228.0,1
14274_229.0,0
14274_239.0,0
14274_251.0,0
14274_253.0,0
14274_276.0,1
14274_279.0,0
14274_307.0,1
14274_308.0,0
14274_316.0,0
14274_320.0,0
14274_339.0,1
14274_346.0,0
14274_364.0,0
14274_366.0,1
14274_367.0,0
14274_372.0,0
14274_375.0,0
14274_377.0,0
14274_378.0,0
14274_380.0,0
14274_387.0,0
14274_388.0,0
14274_76.0,0
14275_-107.0,0
14275_-125.0,0
14275_14.0,0
14275_149.0,0
14275_215.0,0
14275_216.0,0
14275_22.0,0
14275_220.0,0
14275_261.0,0
14275_262.0,0
14275_276.0,0
14275_310.0,0
14275_313.0,0
14275_322.0,0
14275_329.0,0
14275_330.0,0
14275_347.0,0
14275_351.0,0
14275_352.0,0
14275_375.0,0
14275_380.0,0
14275_384.0,0
14275_386.0,0
14275_387.0,0
14275_388.0,0
14275_389.0,0
14275_390.0,0
14275_394.0,1
14276_172.0,0
14276_218.0,1
14276_229.0,1
14276_240.0,0
14276_255.0,0
14276_258.0,0
14276_302.0,0
14276_312.0,1
14276_321.0,0
14276_330.0,0
14276_345.0,0
14276_353.0,0
14276_368.0,0
14276_370.0,0
14276_379.0,0
14276_382.0,1
14276_386.0,0
14276_393.0,0
14277_268.0,0
14277_282.0,0
14277_295.0,0
14277_313.0,0
14277_334.0,0
14277_359.0,0
14277_365.0,0
14277_369.0,0
14277_371.0,0
14277_374.0,0
14277_384.0,0
14277_387.0,0
14277_389.0,0
14277_390.0,0
14277_391.0,0
14279_312.0,0
14280_-350.0,0
14280_218.0,0
14280_225.0,0
14280_226.0,1
14280_227.0,0
14280_233.0,0
14280_239.0,0
14280_247.0,1
14280_251.0,0
14280_252.0,0
14280_256.0,0
14280_261.0,0
14280_267.0,0
14280_279.0,0
14280_281.0,0
14280_283.0,0
14280_288.0,0
14280_289.0,0
14280_290.0,0
14280_305.0,1
14280_306.0,0
14280_313.0,0
14280_318.0,0
14280_319.0,0
14280_322.0,0
14280_332.0,0
14280_334.0,0
14280_337.0,1
14280_339.0,1
14280_342.0,1
14280_345.0,0
14280_360.0,1
14280_369.0,0
14280_381.0,0
14280_383.0,0
14280_385.0,0
14280_386.0,0
14280_387.0,0
14280_390.0,1
14280_391.0,0
14280_392.0,0
14280_393.0,1
14281_18.0,0
14281_208.0,0
14281_230.0,0
14281_237.0,0
14281_238.0,1
14281_243.0,0
14281_247.0,0
14281_261.0,0
14281_271.0,0
14281_275.0,0
14281_281.0,0
14281_284.0,0
14281_292.0,0
14281_295.0,1
14281_316.0,0
14281_347.0,0
14281_350.0,0
14281_362.0,0
14281_384.0,0
14281_385.0,0
14281_386.0,0
14281_387.0,0
14281_389.0,0
14283_-299.0,0
14283_-82.0,0
14283_191.0,0
14283_197.0,0
14283_216.0,0
14283_221.0,0
14283_225.0,0
14283_228.0,0
14283_261.0,0
14283_268.0,0
14283_278.0,0
14283_323.0,0
14283_329.0,0
14283_345.0,0
14283_356.0,0
14283_364.0,0
14283_369.0,0
14283_370.0,0
14283_372.0,0
14283_388.0,0
14283_391.0,0
14283_394.0,0
14284_-118.0,0
14284_-130.0,0
14284_-135.0,0
14284_-15.0,0
14284_-163.0,0
14284_-242.0,0
14284_-244.0,0
14284_-29.0,0
14284_-302.0,0
14284_-323.0,0
14284_-327.0,0
14284_-364.0,0
14284_-37.0,0
14284_-381.0,0
14284_-394.0,0
14284_-411.0,0
14284_-65.0,0
14284_-66.0,0
14284_-80.0,0
14284_1.0,0
14284_120.0,0
14284_132.0,0
14284_138.0,0
14284_142.0,0
14284_143.0,0
14284_147.0,0
14284_159.0,0
14284_182.0,0
14284_185.0,1
14284_190.0,0
14284_208.0,0
14284_209.0,0
14284_213.0,1
14284_214.0,0
14284_215.0,0
14284_218.0,1
14284_219.0,0
14284_221.0,0
14284_222.0,0
14284_223.0,0
14284_224.0,0
14284_226.0,0
14284_227.0,0
14284_228.0,0
14284_231.0,0
14284_232.0,0
14284_233.0,0
14284_236.0,0
14284_237.0,0
14284_238.0,0
14284_239.0,0
14284_241.0,0
14284_242.0,0
14284_243.0,0
14284_244.0,0
14284_246.0,0
14284_247.0,0
14284_248.0,0
14284_249.0,0
14284_250.0,0
14284_251.0,0
14284_252.0,0
14284_253.0,0
14284_254.0,0
14284_257.0,1
14284_259.0,0
14284_260.0,0
14284_261.0,0
14284_262.0,0
14284_263.0,0
14284_264.0,1
14284_265.0,0
14284_266.0,0
14284_269.0,1
14284_270.0,1
14284_271.0,0
14284_273.0,0
14284_274.0,0
14284_275.0,0
14284_276.0,1
14284_277.0,0
14284_278.0,0
14284_279.0,1
14284_280.0,1
14284_281.0,0
14284_282.0,0
14284_285.0,1
14284_286.0,1
14284_287.0,0
14284_288.0,0
14284_289.0,0
14284_290.0,1
14284_291.0,0
14284_292.0,1
14284_293.0,0
14284_294.0,0
14284_295.0,0
14284_297.0,0
14284_298.0,0
14284_299.0,1
14284_3.0,0
14284_300.0,0
14284_301.0,0
14284_302.0,1
14284_303.0,0
14284_304.0,0
14284_305.0,0
14284_306.0,0
14284_307.0,0
14284_308.0,0
14284_309.0,0
14284_310.0,0
14284_311.0,0
14284_312.0,0
14284_314.0,0
14284_315.0,1
14284_316.0,0
14284_317.0,0
14284_318.0,0
14284_319.0,0
14284_320.0,0
14284_321.0,1
14284_322.0,0
14284_323.0,0
14284_326.0,0
14284_327.0,1
14284_328.0,1
14284_330.0,0
14284_331.0,0
14284_332.0,1
14284_333.0,0
14284_334.0,0
14284_336.0,0
14284_337.0,1
14284_338.0,0
14284_339.0,0
14284_341.0,0
14284_342.0,0
14284_344.0,0
14284_345.0,1
14284_346.0,0
14284_348.0,0
14284_349.0,0
14284_350.0,1
14284_351.0,0
14284_353.0,1
14284_354.0,0
14284_355.0,0
14284_356.0,0
14284_359.0,0
14284_361.0,1
14284_362.0,1
14284_363.0,0
14284_364.0,0
14284_365.0,0
14284_366.0,0
14284_367.0,0
14284_368.0,0
14284_369.0,0
14284_372.0,0
14284_373.0,1
14284_374.0,0
14284_375.0,0
14284_376.0,0
14284_377.0,1
14284_378.0,0
14284_379.0,0
14284_380.0,0
14284_381.0,0
14284_382.0,0
14284_383.0,0
14284_384.0,1
14284_385.0,0
14284_386.0,0
14284_387.0,0
14284_388.0,1
14284_389.0,1
14284_390.0,0
14284_391.0,1
14284_393.0,0
14284_48.0,0
14284_62.0,0
14284_78.0,0
14285_196.0,0
14285_249.0,0
14285_259.0,0
14285_277.0,0
14285_285.0,1
14285_295.0,0
14285_299.0,0
14285_300.0,0
14285_304.0,0
14285_305.0,0
14285_31.0,0
14285_312.0,1
14285_316.0,0
14285_317.0,0
14285_320.0,0
14285_323.0,0
14285_324.0,0
14285_326.0,0
14285_338.0,0
14285_347.0,1
14285_351.0,0
14285_353.0,0
14285_356.0,0
14285_357.0,0
14285_363.0,0
14285_367.0,0
14285_368.0,0
14285_373.0,0
14285_377.0,0
14285_378.0,0
14285_382.0,0
14285_384.0,0
14285_386.0,0
14285_390.0,0
14286_-49.0,0
14286_146.0,0
14286_213.0,0
14286_217.0,0
14286_218.0,1
14286_223.0,0
14286_229.0,0
14286_230.0,0
14286_233.0,0
14286_243.0,0
14286_246.0,0
14286_249.0,0
14286_250.0,0
14286_251.0,0
14286_257.0,0
14286_258.0,0
14286_27.0,0
14286_270.0,0
14286_285.0,0
14286_287.0,0
14286_288.0,0
14286_289.0,0
14286_301.0,0
14286_318.0,0
14286_327.0,0
14286_333.0,1
14286_334.0,0
14286_335.0,1
14286_340.0,0
14286_342.0,0
14286_350.0,0
14286_354.0,0
14286_355.0,0
14286_369.0,0
14286_373.0,0
14286_376.0,0
14286_378.0,1
14286_379.0,0
14286_382.0,0
14286_383.0,0
14286_384.0,0
14286_385.0,0
14286_388.0,0
14286_390.0,0
14286_391.0,0
14286_392.0,1
14286_7.0,0
14287_-2.0,0
14287_-214.0,0
14287_213.0,0
14287_214.0,0
14287_226.0,0
14287_235.0,1
14287_239.0,0
14287_242.0,0
14287_245.0,0
14287_256.0,0
14287_260.0,0
14287_262.0,0
14287_263.0,0
14287_268.0,1
14287_269.0,1
14287_274.0,0
14287_287.0,0
14287_288.0,0
14287_289.0,0
14287_291.0,0
14287_312.0,1
14287_314.0,0
14287_32.0,0
14287_321.0,0
14287_330.0,0
14287_331.0,0
14287_336.0,0
14287_344.0,0
14287_356.0,0
14287_369.0,0
14287_372.0,0
14287_374.0,0
14287_375.0,0
14287_377.0,0
14287_380.0,0
14287_385.0,0
14287_389.0,0
14287_68.0,0
14288_189.0,0
14288_231.0,0
14288_235.0,0
14288_250.0,0
14288_259.0,0
14288_261.0,0
14288_265.0,0
14288_266.0,0
14288_271.0,0
14288_278.0,0
14288_285.0,1
14288_289.0,1
14288_306.0,0
14288_315.0,0
14288_316.0,0
14288_317.0,1
14288_321.0,0
14288_327.0,0
14288_330.0,0
14288_332.0,0
14288_333.0,0
14288_337.0,0
14288_343.0,0
14288_346.0,0
14288_348.0,0
14288_350.0,0
14288_352.0,0
14288_355.0,0
14288_357.0,0
14288_363.0,0
14288_373.0,0
14288_375.0,0
14288_378.0,0
14288_380.0,0
14288_382.0,0
14288_383.0,0
14288_384.0,0
14288_388.0,0
14288_389.0,0
14288_393.0,0
14288_394.0,0
14289_-226.0,0
14289_-59.0,0
14289_147.0,0
14289_190.0,0
14289_196.0,0
14289_201.0,0
14289_218.0,1
14289_220.0,1
14289_222.0,0
14289_227.0,1
14289_228.0,0
14289_230.0,0
14289_239.0,0
14289_250.0,0
14289_253.0,0
14289_258.0,0
14289_264.0,0
14289_273.0,0
14289_275.0,0
14289_278.0,1
14289_280.0,0
14289_284.0,0
14289_285.0,1
14289_288.0,1
14289_291.0,0
14289_298.0,0
14289_299.0,0
14289_302.0,0
14289_308.0,1
14289_311.0,0
14289_312.0,0
14289_323.0,0
14289_324.0,0
14289_344.0,0
14289_345.0,0
14289_360.0,0
14289_364.0,0
14289_367.0,0
14289_368.0,0
14289_369.0,0
14289_370.0,0
14289_371.0,0
14289_373.0,0
14289_375.0,0
14289_376.0,0
14289_377.0,0
14289_379.0,0
14289_380.0,0
14289_383.0,1
14289_389.0,0
14289_390.0,0
14289_395.0,0
1428_232.0,0
14290_-152.0,0
14290_-44.0,0
14290_114.0,0
14290_193.0,0
14290_214.0,0
14290_215.0,0
14290_221.0,0
14290_230.0,0
14290_233.0,0
14290_236.0,0
14290_243.0,0
14290_248.0,0
14290_255.0,0
14290_265.0,0
14290_267.0,0
14290_286.0,0
14290_291.0,0
14290_293.0,0
14290_299.0,0
14290_315.0,0
14290_316.0,0
14290_321.0,0
14290_331.0,1
14290_334.0,0
14290_335.0,0
14290_338.0,0
14290_355.0,0
14290_361.0,0
14290_370.0,0
14290_377.0,0
14290_379.0,0
14290_386.0,0
14290_389.0,0
14290_390.0,0
14290_394.0,0
14290_95.0,0
14291_230.0,0
14291_242.0,0
14291_276.0,0
14291_278.0,0
14293_-11.0,0
14293_-112.0,0
14293_-137.0,0
14293_-157.0,0
14293_-20.0,0
14293_-204.0,0
14293_-240.0,0
14293_-243.0,0
14293_-269.0,0
14293_-282.0,0
14293_-284.0,0
14293_-29.0,0
14293_-328.0,0
14293_-341.0,0
14293_-418.0,0
14293_-7.0,0
14293_-92.0,0
14293_111.0,0
14293_139.0,0
14293_150.0,0
14293_175.0,0
14293_191.0,0
14293_193.0,0
14293_207.0,1
14293_213.0,0
14293_214.0,0
14293_216.0,0
14293_218.0,0
14293_219.0,0
14293_220.0,0
14293_221.0,0
14293_222.0,0
14293_223.0,0
14293_224.0,0
14293_225.0,0
14293_226.0,0
14293_230.0,0
14293_231.0,0
14293_232.0,0
14293_233.0,0
14293_234.0,0
14293_235.0,0
14293_237.0,0
14293_238.0,0
14293_239.0,0
14293_240.0,0
14293_242.0,0
14293_243.0,0
14293_244.0,0
14293_245.0,0
14293_246.0,0
14293_247.0,0
14293_250.0,0
14293_251.0,0
14293_252.0,0
14293_253.0,0
14293_255.0,0
14293_257.0,0
14293_258.0,0
14293_259.0,0
14293_261.0,0
14293_263.0,0
14293_264.0,0
14293_265.0,0
14293_267.0,0
14293_268.0,0
14293_271.0,0
14293_274.0,0
14293_275.0,0
14293_277.0,0
14293_278.0,0
14293_279.0,0
14293_281.0,0
14293_282.0,0
14293_284.0,0
14293_285.0,1
14293_286.0,0
14293_288.0,0
14293_289.0,0
14293_290.0,0
14293_292.0,0
14293_294.0,0
14293_295.0,0
14293_297.0,0
14293_298.0,0
14293_299.0,0
14293_300.0,0
14293_301.0,0
14293_302.0,0
14293_303.0,0
14293_305.0,0
14293_308.0,0
14293_310.0,1
14293_311.0,0
14293_313.0,0
14293_314.0,0
14293_315.0,0
14293_317.0,0
14293_319.0,0
14293_320.0,0
14293_321.0,0
14293_322.0,1
14293_323.0,0
14293_325.0,0
14293_326.0,0
14293_327.0,0
14293_328.0,0
14293_331.0,1
14293_333.0,0
14293_334.0,0
14293_335.0,0
14293_337.0,0
14293_338.0,0
14293_34.0,0
14293_340.0,0
14293_342.0,0
14293_343.0,0
14293_344.0,0
14293_346.0,1
14293_347.0,0
14293_348.0,0
14293_349.0,0
14293_350.0,0
14293_351.0,0
14293_352.0,0
14293_354.0,0
14293_355.0,0
14293_357.0,0
14293_358.0,1
14293_359.0,0
14293_361.0,0
14293_362.0,0
14293_363.0,0
14293_364.0,0
14293_365.0,1
14293_366.0,0
14293_367.0,1
14293_368.0,0
14293_369.0,0
14293_371.0,0
14293_372.0,0
14293_373.0,0
14293_374.0,0
14293_375.0,0
14293_376.0,0
14293_377.0,0
14293_378.0,0
14293_380.0,0
14293_381.0,1
14293_382.0,0
14293_383.0,0
14293_384.0,1
14293_385.0,0
14293_386.0,1
14293_388.0,1
14293_389.0,0
14293_390.0,0
14293_391.0,0
14293_392.0,0
14293_45.0,0
14293_53.0,0
14293_54.0,0
14293_69.0,0
14293_71.0,0
14294_-44.0,0
14294_215.0,1
14294_223.0,0
14294_224.0,0
14294_231.0,0
14294_233.0,0
14294_236.0,0
14294_245.0,0
14294_247.0,0
14294_256.0,1
14294_267.0,0
14294_274.0,0
14294_279.0,0
14294_281.0,0
14294_306.0,0
14294_313.0,0
14294_314.0,0
14294_326.0,0
14294_327.0,0
14294_328.0,0
14294_331.0,0
14294_342.0,0
14294_354.0,0
14294_356.0,0
14294_365.0,0
14294_372.0,0
14294_382.0,0
14294_383.0,0
14294_385.0,0
14294_387.0,0
14294_391.0,0
14294_392.0,0
14294_393.0,0
14294_395.0,0
14294_74.0,0
14295_-12.0,0
14295_-254.0,0
14295_-28.0,0
14295_-287.0,0
14295_-38.0,0
14295_-84.0,0
14295_-99.0,0
14295_118.0,0
14295_123.0,0
14295_161.0,1
14295_205.0,0
14295_21.0,0
14295_213.0,0
14295_214.0,0
14295_217.0,1
14295_221.0,0
14295_222.0,0
14295_224.0,0
14295_225.0,0
14295_227.0,0
14295_229.0,0
14295_230.0,0
14295_231.0,1
14295_232.0,0
14295_233.0,0
14295_235.0,0
14295_236.0,0
14295_237.0,0
14295_242.0,0
14295_243.0,0
14295_244.0,0
14295_245.0,1
14295_248.0,0
14295_249.0,0
14295_251.0,1
14295_252.0,0
14295_255.0,0
14295_257.0,0
14295_258.0,0
14295_26.0,0
14295_261.0,0
14295_262.0,0
14295_267.0,0
14295_269.0,0
14295_274.0,0
14295_278.0,0
14295_279.0,0
14295_280.0,0
14295_281.0,1
14295_283.0,0
14295_284.0,0
14295_287.0,0
14295_288.0,0
14295_289.0,0
14295_290.0,0
14295_292.0,0
14295_294.0,0
14295_297.0,0
14295_301.0,0
14295_302.0,0
14295_303.0,1
14295_307.0,0
14295_309.0,0
14295_312.0,0
14295_315.0,1
14295_316.0,0
14295_317.0,0
14295_318.0,0
14295_321.0,0
14295_327.0,0
14295_328.0,0
14295_333.0,0
14295_337.0,1
14295_341.0,0
14295_346.0,0
14295_347.0,0
14295_348.0,1
14295_349.0,0
14295_350.0,0
14295_352.0,0
14295_354.0,0
14295_358.0,0
14295_361.0,0
14295_362.0,0
14295_363.0,1
14295_365.0,0
14295_369.0,0
14295_370.0,0
14295_371.0,0
14295_372.0,0
14295_373.0,0
14295_378.0,0
14295_379.0,0
14295_380.0,0
14295_381.0,0
14295_382.0,1
14295_383.0,0
14295_384.0,0
14295_385.0,0
14295_386.0,1
14295_389.0,0
14295_390.0,0
14295_391.0,0
14295_392.0,0
14295_393.0,0
14295_44.0,0
14295_61.0,0
14295_69.0,0
14295_90.0,0
14297_301.0,0
14297_312.0,0
14297_390.0,0
14298_-105.0,0
14298_-111.0,0
14298_-127.0,0
14298_-138.0,0
14298_-15.0,0
14298_-166.0,0
14298_-18.0,0
14298_-19.0,0
14298_-226.0,0
14298_-243.0,0
14298_-251.0,0
14298_-265.0,0
14298_-300.0,0
14298_-301.0,0
14298_-330.0,0
14298_-76.0,0
14298_-83.0,0
14298_-90.0,0
14298_104.0,0
14298_106.0,0
14298_108.0,0
14298_128.0,0
14298_138.0,0
14298_151.0,0
14298_153.0,0
14298_161.0,0
14298_166.0,0
14298_18.0,0
14298_183.0,0
14298_186.0,1
14298_189.0,0
14298_195.0,0
14298_202.0,0
14298_207.0,0
14298_21.0,0
14298_210.0,0
14298_213.0,0
14298_215.0,0
14298_216.0,1
14298_218.0,0
14298_219.0,0
14298_221.0,0
14298_222.0,0
14298_223.0,0
14298_224.0,0
14298_225.0,0
14298_227.0,0
14298_228.0,0
14298_229.0,1
14298_230.0,0
14298_231.0,0
14298_232.0,0
14298_234.0,0
14298_235.0,0
